gameId,week,nflPlayId,nflPlayType,nflPlayDescription,nflPlayUrl,offensePlayer1,offensePlayer2,offensePlayer3,offensePlayer4,offensePlayer5,offensePlayer6,offensePlayer7,offensePlayer8,offensePlayer9,offensePlayer10,offensePlayer11,defensePlayer1,defensePlayer2,defensePlayer3,defensePlayer4,defensePlayer5,defensePlayer6,defensePlayer7,defensePlayer8,defensePlayer9,defensePlayer10,defensePlayer11
2025001,0,299,KICK_OFF,C.Dicker kicks 66 yards from LAC 35 to DET -1. G.Stuard to DET 35 for 36 yards (T.Jefferson).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=299,Tony Jefferson (40737),Hassan Haskins (54596),Cameron Dicker (54900),Kana'i Mauga (54968),Kendall Williamson (56123),Caleb Murphy (56571),Junior Colson (57190),Kimani Vidal (57301),Brenden Rice (57345),Emany Johnson (57645),Eric Rogers (58913),Avonte Maddox (46194),Ezekiel Turner (46674),Rock Ya-Sin (47817),Anthony Pittman (48458),Grant Stuard (53688),Shane Zylstra (53739),Trevor Nowaske (56350),Mitchell Agude (56372),DaRon Gilbert (57558),Isaac TeSlaa (58275),Dominic Lovett (58449)
2025001,0,329,PENALTY,"(12:04) C.Reynolds left end pushed ob at DET 37 for 2 yards (D.Leonard).
PENALTY on DET-S.Zylstra, Offensive Holding, 10 yards, enforced at DET 35 - No Play.",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=329,Tony Jefferson (40737),Da'Shawn Hand (46183),Troy Dye (52540),Naquan Jones (53900),Otito Ogbonnia (54625),Ja'Sir Taylor (54679),Deane Leonard (54701),Caleb Murphy (56571),Junior Colson (57190),Tre'Mon Morris-Brash (57811),R.J. Mickens (58419),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Kenny Yeboah (53715),Shane Zylstra (53739),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275)
2025001,0,367,RUSH,(11:47) C.Reynolds right tackle to DET 27 for 2 yards (O.Ogbonnia; T.Morris-Brash).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=367,Tony Jefferson (40737),Da'Shawn Hand (46183),Troy Dye (52540),Otito Ogbonnia (54625),Ja'Sir Taylor (54679),Deane Leonard (54701),Caleb Murphy (56571),Junior Colson (57190),Tre'Mon Morris-Brash (57811),R.J. Mickens (58419),Nikko Reed (58916),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Shane Zylstra (53739),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275),Dominic Lovett (58449)
2025001,0,389,PASS,(11:09) (Shotgun) K.Allen pass incomplete short right to D.Lovett (N.Reed).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=389,Tony Jefferson (40737),Da'Shawn Hand (46183),Troy Dye (52540),Otito Ogbonnia (54625),Ja'Sir Taylor (54679),Deane Leonard (54701),Caleb Murphy (56571),Junior Colson (57190),Tre'Mon Morris-Brash (57811),R.J. Mickens (58419),Nikko Reed (58916),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Shane Zylstra (53739),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275),Dominic Lovett (58449)
2025001,0,412,RUSH,(11:03) (Shotgun) C.Reynolds left guard to DET 30 for 3 yards (T.Dye).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=412,Tony Jefferson (40737),Da'Shawn Hand (46183),Troy Dye (52540),Otito Ogbonnia (54625),Ja'Sir Taylor (54679),Deane Leonard (54701),Caleb Murphy (56571),Junior Colson (57190),Tre'Mon Morris-Brash (57811),R.J. Mickens (58419),Nikko Reed (58916),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Shane Zylstra (53739),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275),Dominic Lovett (58449)
2025001,0,434,PUNT,"(10:14) J.Fox punts 44 yards to LAC 26, Center-H.Hatten. N.Miller-Hines to LAC 28 for 2 yards (H.Hatten; Z.Cunningham).",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=434,Tony Jefferson (40737),Nyheim Hines (46173),Hassan Haskins (54596),Kana'i Mauga (54968),Caleb Murphy (56571),Junior Colson (57190),Jaylen Johnson (57805),Oronde Gadsden II (58370),R.J. Mickens (58419),Trikweze Bridges (58461),Jordan Oladokun (58915),Zach Cunningham (44869),Rock Ya-Sin (47817),Jack Fox (48258),Anthony Pittman (48458),Craig Reynolds (48707),Grant Stuard (53688),Shane Zylstra (53739),Ennis Rakestraw Jr. (57182),DaRon Gilbert (57558),Hogan Hatten (57559),Dan Jackson (58435)
2025001,0,460,PASS,(10:02) T.Lance pass short right to J.Patterson to LAC 34 for 6 yards (T.Nowaske; E.Rakestraw).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=460,Trey Pipkins (47874),Trey Lance (53432),Jaret Patterson (53960),Zion Johnson (54482),Jamaree Salyer (54660),Scott Matlock (56065),Karsen Barnhart (57796),Tre Harris (58260),KeAndre Lambert-Smith (58363),Oronde Gadsden II (58370),Corey Stewart (58910),Zach Cunningham (44869),Al-Quadin Muhammad (45009),Pat O'Connor (45063),Avonte Maddox (46194),Rock Ya-Sin (47817),Raequan Williams (52909),Grant Stuard (53688),Trevor Nowaske (56350),Chris Smith (56351),Ennis Rakestraw Jr. (57182),Loren Strickland (57562)
2025001,0,485,PASS,(9:23) (Shotgun) T.Lance pass incomplete short left.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=485,Trey Pipkins (47874),Trey Lance (53432),Jaret Patterson (53960),Zion Johnson (54482),Jamaree Salyer (54660),Derius Davis (55990),Karsen Barnhart (57796),Tre Harris (58260),KeAndre Lambert-Smith (58363),Oronde Gadsden II (58370),Corey Stewart (58910),Zach Cunningham (44869),Al-Quadin Muhammad (45009),Pat O'Connor (45063),Avonte Maddox (46194),Rock Ya-Sin (47817),Grant Stuard (53688),Erick Hallett (56073),Chris Smith (56351),Ennis Rakestraw Jr. (57182),Loren Strickland (57562),Ahmed Hassanein (58401)
2025001,0,508,PASS,(9:19) (Shotgun) T.Lance pass deep right to K.Lambert-Smith pushed ob at DET 38 for 28 yards (L.Strickland).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=508,Trey Pipkins (47874),Trey Lance (53432),Jaret Patterson (53960),Zion Johnson (54482),Jamaree Salyer (54660),Derius Davis (55990),Karsen Barnhart (57796),Tre Harris (58260),KeAndre Lambert-Smith (58363),Oronde Gadsden II (58370),Corey Stewart (58910),Zach Cunningham (44869),Al-Quadin Muhammad (45009),Pat O'Connor (45063),Avonte Maddox (46194),Rock Ya-Sin (47817),Grant Stuard (53688),Erick Hallett (56073),Chris Smith (56351),Ennis Rakestraw Jr. (57182),Loren Strickland (57562),Ahmed Hassanein (58401)
2025001,0,538,RUSH,"(9:03) (No Huddle, Shotgun) J.Patterson right guard to DET 36 for 2 yards (A.Hassanein; G.Stuard).",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=538,Trey Pipkins (47874),Trey Lance (53432),Jaret Patterson (53960),Zion Johnson (54482),Jamaree Salyer (54660),Derius Davis (55990),Karsen Barnhart (57796),Tre Harris (58260),KeAndre Lambert-Smith (58363),Oronde Gadsden II (58370),Corey Stewart (58910),Zach Cunningham (44869),Al-Quadin Muhammad (45009),Pat O'Connor (45063),Avonte Maddox (46194),Rock Ya-Sin (47817),Grant Stuard (53688),Erick Hallett (56073),Chris Smith (56351),Ennis Rakestraw Jr. (57182),Loren Strickland (57562),Ahmed Hassanein (58401)
2025001,0,560,RUSH,(8:27) (Shotgun) K.Vidal left guard to DET 34 for 2 yards (E.Hallett).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=560,Trey Pipkins (47874),Trey Lance (53432),Zion Johnson (54482),Jamaree Salyer (54660),Derius Davis (55990),Kimani Vidal (57301),Karsen Barnhart (57796),JaQuae Jackson (57885),Tre Harris (58260),Oronde Gadsden II (58370),Corey Stewart (58910),Zach Cunningham (44869),Al-Quadin Muhammad (45009),Pat O'Connor (45063),Avonte Maddox (46194),Rock Ya-Sin (47817),Grant Stuard (53688),Erick Hallett (56073),Chris Smith (56351),Ennis Rakestraw Jr. (57182),Loren Strickland (57562),Ahmed Hassanein (58401)
2025001,0,582,PASS,(7:46) (Shotgun) T.Lance pass incomplete short right.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=582,Trey Pipkins (47874),Trey Lance (53432),Zion Johnson (54482),Jamaree Salyer (54660),Derius Davis (55990),Kimani Vidal (57301),Karsen Barnhart (57796),Tre Harris (58260),KeAndre Lambert-Smith (58363),Oronde Gadsden II (58370),Corey Stewart (58910),Zach Cunningham (44869),Al-Quadin Muhammad (45009),Pat O'Connor (45063),Avonte Maddox (46194),Rock Ya-Sin (47817),Grant Stuard (53688),Erick Hallett (56073),Chris Smith (56351),Ennis Rakestraw Jr. (57182),Loren Strickland (57562),Ahmed Hassanein (58401)
2025001,0,605,FIELD_GOAL,"(7:35) C.Dicker 52 yard field goal is No Good, Hit Left Upright, Center-J.Harris, Holder-J.Scott.",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=605,Josh Harris (38785),J.K. Scott (46241),Trey Pipkins (47874),Andre James (48235),Zion Johnson (54482),Jamaree Salyer (54660),Cameron Dicker (54900),Tucker Fisk (55233),Ryan Nelson (55337),Scott Matlock (56065),Stevo Klotz (58914),Al-Quadin Muhammad (45009),Rock Ya-Sin (47817),Anthony Pittman (48458),Grant Stuard (53688),Trevor Nowaske (56350),Chris Smith (56351),Ennis Rakestraw Jr. (57182),Morice Norris Jr. (57567),Ahmed Hassanein (58401),Dan Jackson (58435),Keith Cooper (59008)
2025001,0,642,TIMEOUT,Timeout at 07:30.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=642,,,,,,,,,,,,,,,,,,,,,,
2025001,0,630,PENALTY,"(7:30) C.Reynolds right guard pushed ob at DET 40 for -2 yards (J.Taylor, K.Guidry).
PENALTY on LAC-D.Hand, Defensive Offside, 5 yards, enforced at DET 42 - No Play.",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=630,Tony Jefferson (40737),Da'Shawn Hand (46183),Troy Dye (52540),Naquan Jones (53900),Otito Ogbonnia (54625),Ja'Sir Taylor (54679),Deane Leonard (54701),Junior Colson (57190),Kyle Kennard (58330),R.J. Mickens (58419),Kylan Guidry (58908),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Kenny Yeboah (53715),Shane Zylstra (53739),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275)
2025001,0,675,PASS,(7:11) (Shotgun) K.Allen pass short left to C.Reynolds to LAC 43 for 10 yards (K.Kennard).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=675,Tony Jefferson (40737),Da'Shawn Hand (46183),Troy Dye (52540),Otito Ogbonnia (54625),Ja'Sir Taylor (54679),Deane Leonard (54701),Junior Colson (57190),Kyle Kennard (58330),R.J. Mickens (58419),Kylan Guidry (58908),Nikko Reed (58916),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Kenny Yeboah (53715),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275),Dominic Lovett (58449)
2025001,0,700,RUSH,(6:36) C.Reynolds left guard to LAC 42 for 1 yard (T.Jefferson).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=700,Tony Jefferson (40737),Troy Dye (52540),Naquan Jones (53900),Ja'Sir Taylor (54679),Deane Leonard (54701),Scott Matlock (56065),Junior Colson (57190),Jamaree Caldwell (58291),Kyle Kennard (58330),R.J. Mickens (58419),Kylan Guidry (58908),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Kenny Yeboah (53715),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275),Zach Horton (58828)
2025001,0,722,PASS,(6:00) K.Allen pass incomplete short right.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=722,Tony Jefferson (40737),Troy Dye (52540),Naquan Jones (53900),Ja'Sir Taylor (54679),Deane Leonard (54701),Scott Matlock (56065),Junior Colson (57190),Jamaree Caldwell (58291),Kyle Kennard (58330),R.J. Mickens (58419),Kylan Guidry (58908),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Kenny Yeboah (53715),Shane Zylstra (53739),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275)
2025001,0,756,INTERCEPTION,(5:55) (Shotgun) K.Allen pass short right intended for T.Kennedy INTERCEPTED by N.Reed at LAC 34. N.Reed pushed ob at DET 6 for 60 yards (C.Reynolds).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=756,Tony Jefferson (40737),Troy Dye (52540),Ja'Sir Taylor (54679),Deane Leonard (54701),Scott Matlock (56065),Junior Colson (57190),Jamaree Caldwell (58291),Kyle Kennard (58330),R.J. Mickens (58419),Kylan Guidry (58908),Nikko Reed (58916),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Shane Zylstra (53739),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275),Dominic Lovett (58449)
2025001,0,788,RUSH,(5:44) (Shotgun) K.Vidal left end pushed ob at DET 2 for 4 yards (R.Ya-Sin).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=788,Andre James (48235),Trey Lance (53432),Tucker Fisk (55233),Ryan Nelson (55337),Derius Davis (55990),Kimani Vidal (57301),Karsen Barnhart (57796),Tre Harris (58260),KeAndre Lambert-Smith (58363),Branson Taylor (58404),Corey Stewart (58910),Zach Cunningham (44869),Al-Quadin Muhammad (45009),Pat O'Connor (45063),Avonte Maddox (46194),Rock Ya-Sin (47817),Myles Adams (52848),Grant Stuard (53688),Erick Hallett (56073),Ennis Rakestraw Jr. (57182),Loren Strickland (57562),Ahmed Hassanein (58401)
2025001,0,815,RUSH,"(5:18) (No Huddle, Shotgun) K.Vidal right guard for 2 yards, TOUCHDOWN.",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=815,Andre James (48235),Trey Lance (53432),Tucker Fisk (55233),Ryan Nelson (55337),Derius Davis (55990),Kimani Vidal (57301),Karsen Barnhart (57796),Tre Harris (58260),KeAndre Lambert-Smith (58363),Branson Taylor (58404),Corey Stewart (58910),Zach Cunningham (44869),Al-Quadin Muhammad (45009),Pat O'Connor (45063),Avonte Maddox (46194),Rock Ya-Sin (47817),Myles Adams (52848),Grant Stuard (53688),Erick Hallett (56073),Ennis Rakestraw Jr. (57182),Loren Strickland (57562),Ahmed Hassanein (58401)
2025001,0,838,XP_KICK,"C.Dicker extra point is GOOD, Center-J.Harris, Holder-J.Scott.",https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=838,Josh Harris (38785),J.K. Scott (46241),Andre James (48235),Cameron Dicker (54900),Tucker Fisk (55233),Ryan Nelson (55337),Scott Matlock (56065),Karsen Barnhart (57796),Oronde Gadsden II (58370),Branson Taylor (58404),Corey Stewart (58910),Al-Quadin Muhammad (45009),Rock Ya-Sin (47817),Anthony Pittman (48458),Grant Stuard (53688),Trevor Nowaske (56350),Chris Smith (56351),Ennis Rakestraw Jr. (57182),Morice Norris Jr. (57567),Ahmed Hassanein (58401),Dan Jackson (58435),Keith Cooper (59008)
2025001,0,863,TIMEOUT,Timeout at 05:13.,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=863,,,,,,,,,,,,,,,,,,,,,,
2025001,0,853,KICK_OFF,C.Dicker kicks 66 yards from LAC 35 to DET -1. J.Keeney-James to DET 23 for 24 yards (N.Reed).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=853,Hassan Haskins (54596),Cameron Dicker (54900),Kana'i Mauga (54968),Kendall Williamson (56123),Caleb Murphy (56571),Junior Colson (57190),Kimani Vidal (57301),Brenden Rice (57345),Emany Johnson (57645),Eric Rogers (58913),Nikko Reed (58916),Ezekiel Turner (46674),Rock Ya-Sin (47817),Anthony Pittman (48458),Trevor Nowaske (56350),Mitchell Agude (56372),Ennis Rakestraw Jr. (57182),DaRon Gilbert (57558),Isaac TeSlaa (58275),Dominic Lovett (58449),Jakobie Keeney-James (58829),Jackson Meeks (58831)
2025001,0,883,PASS,(5:06) K.Allen pass short left to I.TeSlaa pushed ob at DET 47 for 24 yards (D.Leonard).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=883,Tony Jefferson (40737),Troy Dye (52540),Naquan Jones (53900),Ja'Sir Taylor (54679),Deane Leonard (54701),Scott Matlock (56065),Kendall Williamson (56123),Caleb Murphy (56571),Junior Colson (57190),Tre'Mon Morris-Brash (57811),Jamaree Caldwell (58291),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Kenny Yeboah (53715),Shane Zylstra (53739),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275)
2025001,0,913,PASS,(4:30) K.Allen pass short right to I.TeSlaa pushed ob at LAC 31 for 22 yards (D.Leonard).,https://pro.nfl.com/api/plays/summaryPlay?gameId=7af5a3a2-3ca3-11f0-b670-ae1250fadad1&playId=913,Tony Jefferson (40737),Troy Dye (52540),Naquan Jones (53900),Ja'Sir Taylor (54679),Deane Leonard (54701),Scott Matlock (56065),Kendall Williamson (56123),Caleb Murphy (56571),Junior Colson (57190),Tre'Mon Morris-Brash (57811),Jamaree Caldwell (58291),Dan Skipper (45721),Jamarco Jones (46237),Kyle Allen (46761),Tom Kennedy (48680),Craig Reynolds (48707),Netane Muti (52589),Kenny Yeboah (53715),Kayode Awosika (53941),Kingsley Eguakun (57556),Isaac TeSlaa (58275),Zach Horton (58828)
